component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor,manufacturing_method,estimation_cost,modulus_gpa,thermal_expansion_alpha,density_kg_m3,delta_temp,thermal_stress_estimate_pa,temp_degradation_factor,adjusted_yield_point_pa,stress_to_yield_ratio,load_intensity,material_efficiency,safety_factor_capped
bearing,8043.20559,296.1497867,chromium,1277882.903,4.58e-06,301283404.4,235.7676151,Casting,338.31,279.0,4.9,7190,276.1497867,377524373.3975701,0.86192510665,259683730.46934506,0.004241464628776613,2.669647737822761e-05,0.03279104521557719,235.7676151
housing,5191.046431,642.0223025,steel,622302.6868,3.11e-06,82806692.06,133.064976,Milling,406.43,200.0,12.0,7850,622.0223025,1492853526.0,0.68898884875,57052887.43121517,0.007515125545035569,6.268873084845214e-05,0.0169509523566879,133.064976
piston,3451.722344,480.2045175,titanium,1568560.651,1.43e-05,299744353.1,191.0951629,3D Printing,140.41,116.0,8.6,4500,460.2045175,459100026.65799993,0.76989774125,230772500.40413246,0.005232994833022594,1.151555419910928e-05,0.04246559175555555,191.0951629
housing,9489.00582,27.97142412,titanium,2127769.219,1.93e-05,865035719.8,406.5458378,Injection Molding,418.72,116.0,8.6,4500,7.971424119999998,7952292.702111998,0.99601428794,861587936.4992623,0.0024597472338968264,1.0969495944276035e-05,0.09034351951111111,406.5458378
bolt,4854.859316,846.635428,chromium,1189620.943,4.26e-06,117788190.7,99.01321199,3D Printing,289.04,279.0,4.9,7190,826.635428,1130093293.6188002,0.5866822859999999,69104244.98367994,0.010099662249078082,4.1216859577757314e-05,0.01377096133379694,99.01321199
bearing,303.172866,474.2932353,titanium,340997.3411,3.1e-06,307133455.9,900.6916443,Casting,282.45,116.0,8.6,4500,454.2932353,453202931.5352799,0.77285338235,237369130.22515956,0.0011102578848037508,9.871046614300152e-07,0.20015369873333333,900.6916443
housing,5790.817266,370.033192,titanium,839226.6853,7.63e-06,437458510.0,521.2638226,Casting,71.18,116.0,8.6,4500,350.033192,349193112.33919996,0.824983404,360896010.68856806,0.0019184143549979174,1.3237409111094901e-05,0.11583640502222223,521.2638226
valve_body,604.4157494,507.7521263,chromium,178216.7067,6.39e-07,230749291.2,1294.768013,Machining,109.17,279.0,4.9,7190,487.7521263,666805931.8647301,0.75612393685,174475062.48749104,0.0007723391295080174,2.6193612394506893e-06,0.1800790004172462,1000.0
coupling,532.6272688,22.79478471,abs_plastic,123014.5489,6.15e-05,32401738.43,263.397612,Machining,450.14,2.3,73.8,1050,2.7947847099999983,474386.7566753996,0.998602607645,32356460.488429207,0.003796541632041068,1.6438231237212047e-05,0.2508548685714286,263.397612
cylinder,6743.831235,36.37197007,chromium,3612366.02,1.29e-05,387876010.0,107.3745041,Milling,310.96,279.0,4.9,7190,16.371970070000003,22382120.282697007,0.991814014965,384700862.7867045,0.00931319784381612,1.738656442041878e-05,0.01493386705146036,107.3745041
valve_body,745.8033465,80.80105416,steel,100034.0693,5e-07,228958058.8,2288.80081,Injection Molding,104.0,200.0,12.0,7850,60.80105416000001,145922529.98400003,0.96959947292,221997613.1332664,0.0004369100167266093,3.2573797594583726e-06,0.2915669821656051,1000.0
housing,6262.273557,273.2417248,steel,1353283.079,6.77e-06,178843300.8,132.1551297,Machining,276.1,200.0,12.0,7850,253.2417248,607780139.52,0.8733791376,156198007.8182414,0.007566864808167306,3.5015421483430815e-05,0.01683504836942675,132.1551297
shaft,8674.454957,477.1972528,steel,917817.4941,4.59e-06,125729882.1,136.9878902,Forging,216.09,200.0,12.0,7850,457.1972528,1097273406.72,0.7714013736,96988203.75450605,0.007299915332538119,6.899278685476474e-05,0.01745068664968153,136.9878902
shaft,1326.689503,67.84372147,aluminium,134119.6913,1.92e-06,121731782.7,907.6354231,3D Printing,323.43,69.0,23.1,2700,47.843721470000006,76258107.65103301,0.976078139265,118819731.94722731,0.0011017639627485716,1.0898464423786015e-05,0.3361612678148148,907.6354231
cam,8689.085094,515.2030938,chromium,979860.5845,3.51e-06,228265635.4,232.9572584,Casting,170.76,279.0,4.9,7190,495.20309380000003,676992149.5339801,0.7523984531,171746710.9708486,0.004292632935233316,3.8065673261652946e-05,0.03240017502086231,232.9572584
bearing,7113.050784,424.6620402,steel,844879.7156,4.22e-06,139410927.0,165.006834,Injection Molding,379.87,200.0,12.0,7850,404.6620402,971188896.4799999,0.7976689799000001,111203771.92700338,0.00606035505093514,5.102218984599392e-05,0.021019978853503183,165.006834
shaft,5131.030345,26.78752355,titanium,1666104.16,1.51e-05,866515595.6,520.0848879,Casting,275.18,116.0,8.6,4500,6.7875235499999995,6771233.493479999,0.996606238225,863574848.0942115,0.001922763039072992,5.921451813509633e-06,0.11557441953333333,520.0848879
cylinder,4784.333978,64.93546999,abs_plastic,590205.6179,0.000295103,18354843.34,31.09906578,Injection Molding,95.31,2.3,73.8,1050,44.93546999,7627346.676102599,0.977532265005,17942451.58396214,0.03215530674749959,0.00026065784868747346,0.029618157885714286,31.09906578
coupling,7599.738636,583.667261,steel,7921631.933,3.96e-05,98003317.44,12.37160705,Casting,252.06,200.0,12.0,7850,563.667261,1352801426.4,0.7181663695,70382686.68484083,0.08083024268897647,7.754572839488566e-05,0.001576000898089172,12.37160705
shaft,5980.725739,89.050717,abs_plastic,1016098.491,0.000508049,10316427.67,10.15298001,Forging,498.29,2.3,73.8,1050,69.050717,11720668.70358,0.9654746415,9960249.30625393,0.09849325013490838,0.0005797283643437787,0.009669504771428571,10.15298001
lever,996.1469897,425.7659426,titanium,137484.4317,1.25e-06,367792571.7,2675.157958,3D Printing,476.51,116.0,8.6,4500,405.7659426,404792104.33776,0.7971170287,293173721.9314357,0.00037380970220394474,2.7084478218133625e-06,0.5944795462222222,1000.0
bracket,379.0841234,256.8044377,titanium,64591.85619,5.87e-07,578994452.9,8963.892464,Milling,436.9,116.0,8.6,4500,236.8044377,236236107.04951996,0.88159778115,510440224.97479814,0.0001115586787860917,6.547284201105686e-07,1.9919761031111112,1000.0
lever,9341.074115,365.0332775,chromium,2513119.002,9.01e-06,278322240.8,110.7477364,Casting,276.85,279.0,4.9,7190,345.0332775,471694993.67025006,0.82748336125,230307023.3278159,0.009029529924652719,3.356208288690955e-05,0.01540302314325452,110.7477364
housing,9604.182338,284.7626669,titanium,1671198.769,1.52e-05,544046666.4,325.5427639,Milling,323.25,116.0,8.6,4500,264.7626669,264127236.49943995,0.86761866655,472025043.24294066,0.0030717930505088013,1.7653232583064314e-05,0.07234283642222222,325.5427639
housing,8525.924115,684.7596805,chromium,3303902.844,1.18e-05,171746773.2,51.98299747,Injection Molding,398.8,279.0,4.9,7190,664.7596805,908792959.2115501,0.66762015975,114661608.16033101,0.01923705920315946,4.9642412233687314e-05,0.007229902290681502,51.98299747
gear,1528.378442,149.4059346,steel,230652.2126,1.15e-06,211092204.5,915.1969632,Milling,299.94,200.0,12.0,7850,129.4059346,310574243.03999996,0.9352970327,197433912.49495158,0.0010926609684442422,7.240335784166772e-06,0.11658560040764332,915.1969632
piston,2730.806974,36.56370675,aluminium,355195.3851,5.07e-06,134765122.2,379.4112419,Milling,315.29,69.0,23.1,2700,16.56370675,26400892.188825004,0.991718146625,133649017.21787563,0.0026356625460767775,2.026345488669768e-05,0.14052268218518518,379.4112419
bracket,8216.459082,150.4895535,aluminium,1525473.844,2.18e-05,87296019.39,57.22551044,Injection Molding,376.4,69.0,23.1,2700,130.4895535,207987299.32365,0.93475522325,81600410.09373578,0.017474723986953607,9.412180692102918e-05,0.021194633496296297,57.22551044
shaft,4048.333161,838.5420099,chromium,1021041.836,3.66e-06,120485996.7,118.0029969,Machining,429.08,279.0,4.9,7190,818.5420099,1119028781.7342904,0.59072899505,71174571.74818861,0.00847436103750968,3.360003047557476e-05,0.016412099707927678,118.0029969
flange,3588.229477,409.1607967,steel,377901.3985,1.89e-06,143447709.2,379.5903105,3D Printing,185.82,200.0,12.0,7850,389.1607967,933985912.0799999,0.80541960165,115535596.80146904,0.0026344191943359387,2.5014198532770994e-05,0.04835545356687898,379.5903105
cylinder,4696.204005,70.21137987,aluminium,530546.8899,7.58e-06,120745258.4,227.5864032,Machining,399.18,69.0,23.1,2700,50.21137987,80031918.37479301,0.974894310065,117713865.38148816,0.004393935604017059,3.8893485899401574e-05,0.08429126044444445,227.5864032
bearing,1359.054262,332.0165864,titanium,532781.8401,4.84e-06,484979267.1,910.2773978,Casting,264.41,116.0,8.6,4500,312.0165864,311267746.59264,0.8439917068,409318479.40234214,0.001098566219718715,2.8022935292196123e-06,0.20228386617777777,910.2773978
coupling,3662.792322,233.8819319,steel,709852.7406,3.55e-06,189093246.9,266.3837667,Casting,489.8,200.0,12.0,7850,213.8819319,513316636.56,0.89305903405,168871432.42189217,0.0037539825045967835,1.937029683528058e-05,0.033934237796178345,266.3837667
bearing,1330.615904,385.2721707,chromium,142668.1247,5.11e-07,271575943.1,1903.550241,Machining,184.58,279.0,4.9,7190,365.2721707,499363584.5639701,0.81736391465,221976375.97698167,0.0005253341775102169,4.899608885865266e-06,0.26474968581363,1000.0
piston,4003.283244,425.3928934,titanium,4128013.507,3.75e-05,368258883.2,89.20970888,Milling,354.34,116.0,8.6,4500,405.3928934,404419950.45583993,0.7973035533,293614116.10964966,0.011209542241396774,1.0870839582234415e-05,0.01982437975111111,89.20970888
cylinder,9731.291522,331.7431286,titanium,1932708.761,1.76e-05,485321089.2,251.1092717,Forging,446.12,116.0,8.6,4500,311.7431286,310994945.0913599,0.8441284357000001,409673331.8386162,0.003982330057376786,2.00512438848289e-05,0.055802060377777775,251.1092717
cam,5945.32908,398.1211745,titanium,16596655.02,0.000150879,402348531.9,24.2427484,Forging,297.52,116.0,8.6,4500,378.1211745,377213683.68119997,0.81093941275,326280282.17981064,0.0412494484362253,1.4776564616563973e-05,0.005387277422222222,24.2427484
spring,122.3045279,94.65882285,aluminium,15252.59398,2.18e-07,110558823.8,7248.525987,Forging,273.45,69.0,23.1,2700,74.65882285,118998697.74061501,0.962670588575,106431727.9797057,0.00013795908328033426,1.1062394089977647e-06,2.6846392544444444,1000.0
bolt,6102.034029,256.8135409,aluminium,2015855.299,2.88e-05,42994357.95,21.32809729,Machining,229.49,69.0,23.1,2700,236.81354090000002,377457102.84051,0.88159322955,37903534.87756922,0.04688650779119263,0.00014192639034396837,0.007899295292592591,21.32809729
flange,7462.691004,130.6032676,aluminium,7154377.061,0.000102205,95581971.83,13.35992932,Forging,70.25,69.0,23.1,2700,110.60326760000001,176290548.22764,0.9446983662,90296132.62597543,0.07485069541905473,7.807634495418215e-05,0.004948121970370371,13.35992932
gear,3172.597421,211.3425569,titanium,1604809.857,1.46e-05,635821803.9,396.1975938,Forging,320.74,116.0,8.6,4500,191.3425569,190883334.76343998,0.90432872155,574991919.0545018,0.0025239931174999455,4.989758768164194e-06,0.08804390973333333,396.1975938
bolt,4202.046273,271.5624023,titanium,1007135.785,9.16e-06,560546997.2,556.5753949,3D Printing,323.64,116.0,8.6,4500,251.56240229999997,250958652.53447995,0.87421879885,490040722.59115833,0.0017967017752851498,7.496331786611522e-06,0.12368342108888888,556.5753949
shaft,8003.300024,98.87737451,steel,998313.5298,4.99e-06,224250683.7,224.6295147,Machining,230.69,200.0,12.0,7850,78.87737451,189305698.824,0.960561312745,215406531.11883578,0.004451774743017205,3.568907747325633e-05,0.02861522480254777,224.6295147
lever,1334.765324,948.9055162,chromium,162537.6327,5.83e-07,83698161.27,514.9463536,Milling,372.18,279.0,4.9,7190,928.9055162,1269906731.19702,0.5355472419,44824319.4202499,0.0019419498616662979,1.5947367346508496e-05,0.0716197988317107,514.9463536
cam,4919.747342,245.2717043,aluminium,693560.6004,9.91e-06,47803456.55,68.92470034,Milling,93.94,69.0,23.1,2700,225.2717043,359060569.48377,0.88736414785,42419073.48577525,0.01450858683565216,0.0001029161424102082,0.025527666792592593,68.92470034
piston,7619.849425,116.5733426,aluminium,5301884.105,7.57e-05,101427773.9,19.1305151,Injection Molding,462.77,69.0,23.1,2700,96.5733426,153928250.77014,0.9517133287,96530164.321,0.052272507826379495,7.512586673264255e-05,0.007085375962962963,19.1305151
cam,5873.300943,56.92891341,abs_plastic,888306.0463,0.000444153,21023695.53,23.66717599,Milling,378.89,2.3,73.8,1050,36.92891341,6268313.762213399,0.981535543295,20635504.414107215,0.04225261182233265,0.00027936577252172563,0.02254016760952381,23.66717599
flange,9041.083431,60.96006853,abs_plastic,997226.5248,0.000498613,19679977.16,19.73471089,Casting,122.46,2.3,73.8,1050,40.96006853,6952562.032282199,0.979519965735,19276930.553428784,0.05067213832071338,0.0004594051790556041,0.01879496275238095,19.73471089
coupling,1965.303338,263.2776815,chromium,215812.4863,7.74e-07,312240772.8,1446.815141,Injection Molding,401.39,279.0,4.9,7190,243.27768150000003,332584918.37865007,0.87836115925,274260167.1617239,0.000691173303104251,6.294191883962695e-06,0.20122602795549374,1000.0
spring,5532.591988,143.7685633,steel,1908206.258,9.54e-06,212560270.0,111.3927119,3D Printing,458.42,200.0,12.0,7850,123.76856330000001,297044551.92,0.93811571835,199406130.38371995,0.008977247996532937,2.602834475134982e-05,0.014190154382165605,111.3927119
housing,6362.084311,340.2677287,titanium,1078497.135,9.8e-06,474665339.1,440.1173852,3D Printing,385.97,116.0,8.6,4500,320.2677287,319499086.15112,0.83986613565,398655344.0769139,0.0022721211054611843,1.340330499602725e-05,0.09780386337777777,440.1173852
spring,6434.450712,667.0042565,steel,644676.0537,3.22e-06,76300974.88,118.3555282,Milling,191.99,200.0,12.0,7850,647.0042565,1552810215.6,0.67649787175,51617447.118770204,0.008449119486532045,8.432986239192335e-05,0.015077137350318471,118.3555282
bracket,5619.237721,74.16028567,aluminium,820768.311,1.17e-05,119099881.0,145.1077964,Casting,358.92,69.0,23.1,2700,54.16028566999999,86326079.32941298,0.972919857165,115874639.21088849,0.006891428472543982,4.71808844292632e-05,0.0537436282962963,145.1077964
lever,2197.478743,40.47964964,abs_plastic,1395061.107,0.000697531,26506783.45,19.00044616,Casting,320.55,2.3,73.8,1050,20.479649639999998,3476215.729893599,0.98976017518,26235358.630930323,0.0526303430829892,8.290250483032487e-05,0.01809566300952381,19.00044616
spring,2889.698982,36.54711477,abs_plastic,297376.6475,0.000148688,27817628.41,93.54341924,3D Printing,341.21,2.3,73.8,1050,16.54711477,2808707.2610597997,0.991726442615,27587477.66503526,0.010690222872956984,0.00010388013454666748,0.0890889707047619,93.54341924
flange,6297.95775,61.40790599,abs_plastic,1908363.769,0.000954182,19530698.0,10.23426368,Milling,150.04,2.3,73.8,1050,41.40790599,7028577.9627426,0.979296047005,19126335.34664846,0.09771098651978542,0.0003224645504221098,0.00974691779047619,10.23426368
bearing,6734.609518,798.716394,steel,3805522.044,1.9e-05,42000939.05,11.0368403,Injection Molding,453.85,200.0,12.0,7850,778.716394,1868919345.6000001,0.610641803,25647529.149185106,0.09060564192314173,0.0001603442606362393,0.0014059669171974521,11.0368403
piston,1480.032948,283.9051482,chromium,350204.9179,1.26e-06,305364950.6,871.9607721,Casting,390.23,279.0,4.9,7190,263.9051482,360784728.10422003,0.8680474259,265071259.32841066,0.001146840582758092,4.846767597564617e-06,0.12127409904033379,871.9607721
cam,2907.558487,733.8897818,steel,620903.5423,3.1e-06,58882869.32,94.83416555,Injection Molding,403.83,200.0,12.0,7850,713.8897818,1713335476.3200002,0.6430551091,37864929.95469364,0.01054472292995249,4.9378682129072574e-05,0.012080785420382165,94.83416555
gear,8707.623713,127.3160569,chromium,1121710.138,4.02e-06,357561314.4,318.7644494,Casting,325.09,279.0,4.9,7190,107.3160569,146711781.38799003,0.94634197155,338375279.2193054,0.003137112693195761,2.4352812685040296e-05,0.044334415771905424,318.7644494
bearing,5563.761881,245.2633259,titanium,657557.5728,5.98e-06,593420842.6,902.4621831,3D Printing,281.93,116.0,8.6,4500,225.2633259,224722693.91783997,0.88736833705,526582866.26877177,0.0011080796722929259,9.37574396042961e-06,0.2005471518,902.4621831
shaft,5249.776079,145.9490589,titanium,703663.3133,6.4e-06,717563676.4,1019.754281,Casting,274.88,116.0,8.6,4500,125.94905890000001,125646781.15864,0.93702547055,672375441.5282979,0.0009806283908213725,7.316111798381438e-06,0.22661206244444446,1000.0
piston,9559.250089,61.84543659,abs_plastic,1045771.637,0.000522886,19384854.47,18.53641253,Machining,312.3,2.3,73.8,1050,41.84543659,7102844.406786598,0.979077281705,18979270.620734617,0.05394787144873521,0.000493129835139794,0.01765372621904762,18.53641253
bolt,242.2368559,257.4295256,aluminium,33377.66137,4.77e-07,42737697.68,1280.428164,Machining,429.1,69.0,23.1,2700,237.42952559999998,378438920.85383993,0.8812852372,37664102.03730069,0.0007809887565754339,5.667990300126995e-06,0.4742326533333333,1000.0
cam,7332.855188,27.54592773,abs_plastic,1374817.701,0.000687409,30818024.09,22.41608038,3D Printing,320.49,2.3,73.8,1050,7.545927729999999,1280845.7728901997,0.996227036135,30701748.79871773,0.04461083218654853,0.00023794047167285476,0.02134864798095238,22.41608038
lever,9728.932686,88.56943605,abs_plastic,1321968.345,0.000660984,10476854.65,7.925193287,Milling,467.28,2.3,73.8,1050,68.56943605,11638976.075126996,0.965715281975,10117658.642535841,0.1261798878731223,0.0009286119747781362,0.00754780313047619,7.925193287
lever,9018.711,46.01905857,abs_plastic,1226253.457,0.000613127,24660313.81,20.11029097,Machining,390.98,2.3,73.8,1050,26.01905857,4416475.001671799,0.986990470715,24339494.735311516,0.04972578477499918,0.00036571760884660046,0.019152658066666668,20.11029097
pulley,281.6637769,301.6265647,steel,963336.9136,4.82e-06,171451415.5,177.9765864,Milling,197.5,200.0,12.0,7850,281.6265647,675903755.2800001,0.85918671765,147308778.91989133,0.005618716595547734,1.6428197812108469e-06,0.022672176611464968,177.9765864
bearing,1309.747942,443.3924986,steel,165236.4631,8.26e-07,134533203.5,814.1859308,Machining,454.65,200.0,12.0,7850,423.3924986,1016141996.64,0.7883037507,106053028.91273637,0.0012282206830821507,9.735499549001671e-06,0.10371795296815288,814.1859308
lever,813.9130638,185.8998074,steel,514254.6091,2.57e-06,201588591.8,392.0015266,Milling,338.99,200.0,12.0,7850,165.8998074,398159537.76,0.9170500963,184866837.5231714,0.0025510104738972633,4.037495656537445e-06,0.049936500203821656,392.0015266
bearing,2189.128456,64.66309971,abs_plastic,525966.6686,0.000262983,18445633.43,35.06996646,Casting,142.81,2.3,73.8,1050,44.66309971,7581114.544775398,0.977668450145,18033713.8474509,0.028514427037488837,0.00011868003689369641,0.03339996805714286,35.06996646
housing,8812.620712,493.6836501,chromium,2409985.318,8.64e-06,235438783.3,97.69303637,Milling,119.19,279.0,4.9,7190,473.6836501,647572918.0517101,0.76315817495,179677032.17567655,0.010236144122989102,3.7430624591577215e-05,0.013587348591098749,97.69303637
bolt,5491.023752,486.8875907,titanium,1728644.832,1.57e-05,291390511.6,168.5658651,Milling,174.07,116.0,8.6,4500,466.8875907,465767060.48231995,0.7665562046500001,223367204.64311785,0.0059323991797404834,1.8844209174311357e-05,0.037459081133333336,168.5658651
bracket,4807.289681,39.3296367,aluminium,682595.5259,9.75e-06,133612651.4,195.7420556,Milling,394.28,69.0,23.1,2700,19.329636700000002,30809507.936130002,0.99033518165,132321309.39495714,0.005108764168270969,3.5979300093434114e-05,0.07249705762962963,195.7420556
cam,5014.110599,254.347396,steel,553661.9649,2.77e-06,183763698.9,331.9059473,Milling,325.03,200.0,12.0,7850,234.347396,562433750.4,0.882826302,162231426.74172848,0.003012901722234543,2.7285642534484264e-05,0.042281012394904456,331.9059473
lever,8711.257688,125.4774567,aluminium,987875.5925,1.41e-05,97717726.38,98.91703684,Injection Molding,70.54,69.0,23.1,2700,105.4774567,168120518.23413,0.94726127165,92564217.75346555,0.01010948196500599,8.914715897220203e-05,0.03663593957037037,98.91703684
bolt,2641.209405,92.40864989,titanium,368756.4776,3.35e-06,784489187.6,2127.390935,Milling,298.31,116.0,8.6,4500,72.40864989,72234869.130264,0.963795675055,756087286.1362906,0.0004700593499932643,3.3667887929472845e-06,0.47275354111111106,1000.0
cam,2280.634917,314.2480065,titanium,2940219.972,2.67e-05,507189991.8,172.5006961,3D Printing,237.38,116.0,8.6,4500,294.2480065,293541811.2843999,0.85287599675,432570169.79804933,0.005797078056617914,4.496608674997912e-06,0.03833348802222222,172.5006961
gear,6629.247551,81.29911214,abs_plastic,1144285.997,0.000572143,12900295.95,11.27366409,Milling,457.89,2.3,73.8,1050,61.299112140000005,10404911.2946436,0.96935044393,12504907.605960881,0.08870230585678929,0.0005138833695516885,0.010736822942857143,11.27366409
spring,9132.528476,25.09992866,aluminium,2449081.235,3.5e-05,139541696.4,56.97716123,3D Printing,339.94,69.0,23.1,2700,5.09992866,8128776.291173999,0.99745003567,139185870.05163231,0.017550891942574948,6.544659203383455e-05,0.021102652307407408,56.97716123
bracket,4328.844807,44.33771933,chromium,5747187.903,2.06e-05,385220760.2,67.02769541,Injection Molding,61.18,279.0,4.9,7190,24.33771933,33272096.096043006,0.987831140335,380533062.82908154,0.014919206067752317,1.1237309237312492e-05,0.009322349848400557,67.02769541
bolt,5563.449995,60.54062544,abs_plastic,1711083.362,0.000855542,19819791.52,11.58318289,Injection Molding,254.01,2.3,73.8,1050,40.54062544,6881365.762185599,0.97972968728,19418038.147844397,0.0863320565341648,0.00028070174145807566,0.011031602752380952,11.58318289
cam,307.7513194,96.42736294,aluminium,67694.28722,9.67e-07,109821932.1,1622.32201,Forging,59.34,69.0,23.1,2700,76.42736294,121817573.79006599,0.96178631853,105625231.76831062,0.0006164004395621082,2.8022755884477833e-06,0.6008600037037037,1000.0
gear,964.745086,723.3733099,chromium,107711.6244,3.86e-07,158875563.4,1475.008517,Milling,482.89,279.0,4.9,7190,703.3733099,961581651.9642901,0.64831334505,103001147.95455736,0.0006779621868519524,6.072331486064143e-06,0.2051472207232267,1000.0
spring,2532.972236,581.1714723,chromium,265500.0803,9.52e-07,206276175.9,776.9345141,3D Printing,435.39,279.0,4.9,7190,561.1714723,767177519.7813301,0.7194142638500001,148398023.23489162,0.0012871097650593976,1.2279519071693243e-05,0.10805765147426982,776.9345141
cam,6914.529849,759.8030577,chromium,2099886.474,7.53e-06,146732314.1,69.87630804,Forging,396.09,279.0,4.9,7190,739.8030577,1011384760.1816701,0.63009847115,92455806.78271158,0.014311002227967997,4.712342943278096e-05,0.009718540756606397,69.87630804
cam,2405.262039,54.24822167,abs_plastic,269941.8999,0.000134971,21917259.44,81.19250643,Injection Molding,423.99,2.3,73.8,1050,34.24822167,5813293.146265799,0.982875889165,21541945.86014999,0.012316407561765852,0.00010974282827579651,0.0773261966,81.19250643
piston,4201.754637,41.34574134,abs_plastic,2033726.513,0.001016863,26218086.22,12.89164794,Machining,398.6,2.3,73.8,1050,21.345741339999996,3623226.135051599,0.98932712933,25938263.976559028,0.07756960198905015,0.0001602616835470915,0.012277759942857144,12.89164794
lever,6995.335871,29.01061763,abs_plastic,1400415.233,0.000700208,30329794.12,21.65771509,Milling,72.38,2.3,73.8,1050,9.010617629999999,1529462.2365161995,0.995494691185,30193149.03119403,0.04617292248866739,0.00023064237901922164,0.020626395323809523,21.65771509
gear,6945.643904,672.8596662,chromium,1868784.617,6.7e-06,175713444.6,94.02551957,Injection Molding,308.21,279.0,4.9,7190,652.8596662,892524449.6620201,0.6735701669,118355334.20579591,0.010635410518837441,3.952824395316646e-05,0.013077262805285119,94.02551957
housing,8317.723672,119.1242012,titanium,2197339.871,2e-05,751094748.5,341.8200154,Injection Molding,224.02,116.0,8.6,4500,99.1242012,98886303.11711998,0.9504378994,713868915.0147113,0.0029255162220056447,1.107413370764634e-05,0.07596000342222221,341.8200154
valve_body,4874.312012,75.62497785,aluminium,3266741.972,4.67e-05,118489592.6,36.2714881,Machining,198.71,69.0,23.1,2700,55.62497784999999,88660652.19511499,0.972187511075,115194102.11808473,0.027569864156997703,4.11370476093611e-05,0.013433884481481482,36.2714881
bracket,1099.068237,97.73733913,abs_plastic,706210.3874,0.000353105,7420886.958,10.50803994,Injection Molding,397.47,2.3,73.8,1050,77.73733913,13195135.943926197,0.961131330435,7132446.95495028,0.09516522639368306,0.00014810470004736595,0.010007657085714286,10.50803994
flange,5812.019382,42.39606822,aluminium,958401.0601,1.37e-05,132334971.6,138.0789078,Machining,325.81,69.0,23.1,2700,22.396068219999997,35697093.13585799,0.98880196589,130853080.07407732,0.007242235733400044,4.391899821891072e-05,0.05114033622222222,138.0789078
housing,6208.824632,483.043995,titanium,707868.681,6.44e-06,296195006.3,418.432139,Forging,488.24,116.0,8.6,4500,463.043995,461932689.41199994,0.7684780025,227619346.7918989,0.002389873785660781,2.0961949053629265e-05,0.09298491977777779,418.432139
bracket,4953.922415,194.0468159,aluminium,676843.4779,9.67e-06,69147160.06,102.1612268,Machining,299.59,69.0,23.1,2700,174.0468159,277413219.86301005,0.91297659205,63129738.54151468,0.009788449407216335,7.164317971557196e-05,0.03783749140740741,102.1612268
gear,5095.954645,183.829172,aluminium,515526.9615,7.36e-06,73404511.65,142.3873379,Forging,429.19,69.0,23.1,2700,163.829172,261127317.2508,0.918085414,67391611.46765807,0.007023096399824628,6.942290780841942e-05,0.05273605107407408,142.3873379
cylinder,2319.446852,596.2300611,chromium,282410.0691,1.01e-06,201256646.3,712.6397685,Forging,194.74,279.0,4.9,7190,576.2300611,787764116.5298101,0.71188496945,143271581.50288495,0.0014032335045424038,1.1524821140776408e-05,0.09911540591098747,712.6397685
housing,8022.4795,890.445227,chromium,2349748.273,8.42e-06,103184924.3,43.91318233,3D Printing,333.53,279.0,4.9,7190,870.445227,1189985669.8317003,0.5647773865,58276511.872354336,0.022772205231922627,7.77485621511475e-05,0.006107535789986091,43.91318233
flange,7817.95185,94.04598621,aluminium,2068976.738,2.96e-05,110814172.4,53.55989286,Milling,425.71,69.0,23.1,2700,74.04598621,118021897.42011899,0.962977006895,106711500.05929853,0.01867068708984014,7.055010817370866e-05,0.019836997355555556,53.55989286
spring,9714.875722,298.8727364,aluminium,3911971.133,5.59e-05,25469693.17,6.510705808,Milling,324.24,69.0,23.1,2700,278.8727364,444495254.54796,0.8605636318000001,21918291.65520686,0.15359317864134284,0.0003814288478921633,0.0024113725214814814,6.510705808
spring,8534.67346,50.48646165,abs_plastic,1137162.551,0.000568581,23171179.45,20.37631245,Machining,178.12,2.3,73.8,1050,30.486461650000003,5174772.000471,0.984756769175,22817975.813156154,0.04907659333672806,0.00036833142129931586,0.019406011857142857,20.37631245
bearing,4301.749676,29.18848555,abs_plastic,2921692.518,0.001460846,30270504.82,10.36060593,Milling,347.4,2.3,73.8,1050,9.18848555,1559653.5372569996,0.995405757225,30131434.771935113,0.09651945137266463,0.0001421102720810191,0.009867243742857143,10.36060593
cylinder,6114.069993,186.4300877,steel,1274617.082,6.37e-06,201450498.0,158.0478568,Injection Molding,176.61,200.0,12.0,7850,166.4300877,399432210.48,0.91678495615,184686785.97532567,0.006327197473594728,3.0350235187802812e-05,0.02013348494267516,158.0478568
coupling,7116.425204,28.22368184,abs_plastic,1572912.978,0.000786456,30592106.05,19.44933158,Forging,167.31,2.3,73.8,1050,8.223681840000001,1395887.7555216,0.99588815908,30466316.17651463,0.051415648711115786,0.0002326229254164082,0.01852317293333333,19.44933158
gear,4030.019458,271.8365962,titanium,543992.7594,4.95e-06,560204254.7,1029.800939,Forging,476.29,116.0,8.6,4500,251.83659619999997,251232188.36911994,0.8740817019,489664288.3597971,0.0009710614563099282,7.193839433008505e-06,0.2288446531111111,1000.0
lever,7719.103259,997.9096844,chromium,9560850.339,3.43e-05,67363438.53,7.04575808,Casting,347.45,279.0,4.9,7190,977.9096844,1336900329.54324,0.5110451578,34425759.073514454,0.14192936921921107,0.00011458891391897005,0.0009799385368567453,7.04575808
